Rank,Ensemble ID,Name,Position (hg19),MinEnergy,Binding site(query),Binding site(target),location,SumEnergy,lncRNA,Name_lncRNA
572,ENST00000242208,INHBA,chr7:41724713-41742706,-49.5,1007-1064,1034-1091,CDS,-3111.2,ENST00000454935.1,OLMALINC
573,ENST00000455995,FAM95B1,chr9:42466318-42474236,-49.5,985-1043,1309-1367,ncRNA,-1563.3,ENST00000454935.1,OLMALINC
574,ENST00000604729,ZSWIM8,chr10:75545341-75561550,-49.5,995-1042,2510-2557,CDS,-1659.0,ENST00000454935.1,OLMALINC
575,ENST00000588387,CTB-55O6.12,chr19:14247992-14282076,-49.5,990-1047,1985-2042,ncRNA,-2746.7,ENST00000454935.1,OLMALINC
576,ENST00000597192,RP11-256I23.2,chr2:220423806-220424348,-49.5,992-1043,21-72,ncRNA,-249.1,ENST00000454935.1,OLMALINC
577,ENST00000457842,ZBTB47,chr3:42695177-42709072,-49.5,1070-1121,1297-1348,UTR5,-1746.8,ENST00000454935.1,OLMALINC
578,ENST00000444313,PARVG,chr22:44576771-44604349,-49.4,1006-1057,2457-2508,UTR3,-2927.7,ENST00000454935.1,OLMALINC
579,ENST00000329021,NFAM1,chr22:42776417-42828401,-49.4,1520-1575,4266-4321,UTR3,-3297.2,ENST00000454935.1,OLMALINC
580,ENST00000547327,EGLN3,chr14:34417440-34420287,-49.4,1452-1503,1839-1890,UTR3,-1451.1,ENST00000454935.1,OLMALINC
581,ENST00000417218,AL592494.5,chr1:121138615-121204983,-49.4,1069-1121,337-389,ncRNA,-1564.3,ENST00000454935.1,OLMALINC
582,ENST00000269051,RHBDL3,chr17:30593196-30651680,-49.3,639-693,2484-2538,UTR3,-1734.6,ENST00000454935.1,OLMALINC
583,ENST00000328568,AGAP2,chr12:58118981-58131619,-49.3,987-1055,3881-3949,UTR3,-1519.4,ENST00000454935.1,OLMALINC
584,ENST00000420866,AC018470.4,chr2:175190756-175195371,-49.2,989-1040,1459-1510,ncRNA,-1162.8,ENST00000454935.1,OLMALINC
585,ENST00000216802,PSME2,chr14:24612575-24616430,-49.2,1069-1120,516-567,UTR5,-601.1,ENST00000454935.1,OLMALINC
586,ENST00000368608,TSPYL1,chr6:116597742-116601066,-49.2,652-701,678-727,CDS,-1464.5,ENST00000454935.1,OLMALINC
587,ENST00000373382,VPS26A,chr10:70883269-70932617,-49.1,1002-1051,474-523,UTR5,-1632.3,ENST00000454935.1,OLMALINC
588,ENST00000270458,CACNG8,chr19:54466295-54493469,-49.1,1458-1515,4501-4558,UTR3,-6580.5,ENST00000454935.1,OLMALINC
589,ENST00000391767,CACNG7,chr19:54412590-54447195,-49.1,1049-1113,2230-2294,UTR3,-607.9,ENST00000454935.1,OLMALINC
590,ENST00000367330,TMEM9,chr1:201103902-201123568,-49.0,993-1044,158-209,UTR5,-842.1,ENST00000454935.1,OLMALINC
591,ENST00000355209,POLR3H,chr22:41921831-41940449,-49.0,990-1043,1750-1803,UTR3,-1441.0,ENST00000454935.1,OLMALINC
592,ENST00000515213,AC226118.1,chr7:419326-422678,-49.0,1055-1111,1985-2041,ncRNA,-1248.2,ENST00000454935.1,OLMALINC
593,ENST00000576752,RP5-1050D4.3,chr17:4871291-4872117,-49.0,1513-1565,224-276,ncRNA,-465.9,ENST00000454935.1,OLMALINC
594,ENST00000559368,OIP5-AS1,chr15:41576207-41580469,-49.0,424-483,205-264,ncRNA,-167.2,ENST00000454935.1,OLMALINC
595,ENST00000561275,OIP5-AS1,chr15:41576205-41589488,-49.0,424-483,207-266,ncRNA,-233.5,ENST00000454935.1,OLMALINC
596,ENST00000544657,RP11-273B20.1,chr12:7281676-7282848,-48.9,992-1051,58-117,ncRNA,-481.6,ENST00000454935.1,OLMALINC
597,ENST00000263707,TFCP2L1,chr2:121974164-122042783,-48.9,1517-1573,5842-5898,UTR3,-3137.2,ENST00000454935.1,OLMALINC
598,ENST00000368918,GABPB2,chr1:151043081-151098018,-48.9,1070-1124,6248-6302,UTR3,-3369.0,ENST00000454935.1,OLMALINC
599,ENST00000420902,RP1-29C18.8,chr22:50006306-50009364,-48.9,1532-1590,2322-2380,ncRNA,-1565.1,ENST00000454935.1,OLMALINC
600,ENST00000493094,POPDC2,chr3:119361183-119379730,-48.9,1442-1493,190-241,UTR5,-1041.0,ENST00000454935.1,OLMALINC
601,ENST00000594927,RP11-678G14.4,chr19:21770235-21776808,-41.7,82-131,668-717,ncRNA,-78.9,ENST00000578380.6,SNHG29
602,ENST00000405640,C22orf29,chr22:19833670-19842409,-40.9,95-142,3850-3897,UTR3,-167.5,ENST00000578380.6,SNHG29
603,ENST00000534127,ST5,chr11:8714899-8932498,-39.0,1-47,596-646,CDS,-208.2,ENST00000578380.6,SNHG29
604,ENST00000532292,MAGEL2,chr15:23888692-23891175,-38.7,1-49,645-695,CDS,-147.0,ENST00000578380.6,SNHG29
605,ENST00000607590,RP5-1120P11.1,chr6:43964920-43971386,-38.5,1-49,431-481,ncRNA,-58.0,ENST00000578380.6,SNHG29
606,ENST00000422059,RP5-1120P11.1,chr6:43963461-44042389,-38.5,1-49,648-698,ncRNA,-79.9,ENST00000578380.6,SNHG29
607,ENST00000564809,RP11-61F12.1,chr16:84628000-84630432,-38.1,95-142,2192-2239,ncRNA,-91.3,ENST00000578380.6,SNHG29
608,ENST00000473183,ESRP2,chr16:68263030-68270487,-37.8,1-53,2316-2371,CDS,-131.0,ENST00000578380.6,SNHG29
609,ENST00000274811,RNF44,chr5:175953699-175964421,-37.2,1-47,1409-1459,CDS,-126.8,ENST00000578380.6,SNHG29
610,ENST00000409262,TET3,chr2:74273451-74335303,-37.2,95-142,679-726,CDS,-300.4,ENST00000578380.6,SNHG29
611,ENST00000301488,CDK2AP2,chr11:67273969-67276102,-35.3,4-53,1196-1245,UTR3,-35.3,ENST00000578380.6,SNHG29
612,ENST00000370220,LZTS2,chr10:102759234-102767593,-35.2,181-229,931-979,UTR5,-99.1,ENST00000578380.6,SNHG29
613,ENST00000389623,SSC5D,chr19:55999935-56030465,-35.1,1-48,4135-4185,CDS,-120.1,ENST00000578380.6,SNHG29
614,ENST00000285879,MAGEC1,chrX:140991681-140997174,-35.1,1-46,1175-1224,CDS,-516.4,ENST00000578380.6,SNHG29
615,ENST00000324333,GLIS3,chr9:3824128-4152183,-34.9,1-47,2223-2276,CDS,-198.5,ENST00000578380.6,SNHG29
616,ENST00000572266,LINC00514,chr16:3039056-3043505,-34.9,1-52,188-243,ncRNA,-59.2,ENST00000578380.6,SNHG29
617,ENST00000297183,ANKHD1,chr5:139781430-139929163,-34.8,1-59,7853-7914,CDS,-194.8,ENST00000578380.6,SNHG29
618,ENST00000532219,ANKHD1-EIF4EBP3,chr5:139781494-139929154,-34.8,1-59,7789-7850,CDS,-194.8,ENST00000578380.6,SNHG29
619,ENST00000547825,LIMA1,chr12:50569572-50595895,-34.6,1-57,1420-1479,CDS,-93.3,ENST00000578380.6,SNHG29
620,ENST00000310331,EIF4EBP3,chr5:139927252-139929163,-34.4,1-45,239-286,CDS,-38.4,ENST00000578380.6,SNHG29
621,ENST00000361188,PRC1,chr15:91509308-91538859,-34.4,1-49,3702-3754,UTR3,-80.9,ENST00000578380.6,SNHG29
622,ENST00000316161,CYP8B1,chr3:42913685-42917633,-34.4,5-59,3683-3737,UTR3,-139.6,ENST00000578380.6,SNHG29
623,ENST00000429829,XIST,chrX:73040492-73072588,-34.3,3-52,2800-2849,ncRNA,-310.1,ENST00000578380.6,SNHG29
624,ENST00000502284,RP11-849H4.4,chr11:71725338-71731956,-34.3,1-52,3108-3165,ncRNA,-189.0,ENST00000578380.6,SNHG29
625,ENST00000334274,TCP11L1,chr11:33060964-33095109,-34.1,95-142,2315-2362,UTR3,-56.6,ENST00000578380.6,SNHG29
626,ENST00000290881,KIAA0895L,chr16:67209508-67217943,-33.9,179-232,1051-1104,CDS,-49.7,ENST00000578380.6,SNHG29
627,ENST00000335290,WDR25,chr14:100842832-100996640,-33.8,95-142,1786-1833,CDS,-60.3,ENST00000578380.6,SNHG29
628,ENST00000310442,ZDHHC24,chr11:66306150-66313709,-33.8,95-142,737-784,CDS,-50.1,ENST00000578380.6,SNHG29
629,ENST00000526091,CTD-2337I7.1,chr11:78804345-78808899,-33.8,1-45,491-542,ncRNA,-60.2,ENST00000578380.6,SNHG29
630,ENST00000400374,KRTAP10-4,chr21:45993607-45994987,-33.4,5-59,141-195,CDS,-33.4,ENST00000578380.6,SNHG29
631,ENST00000319817,CTD-2144E22.5,chr16:34256508-34257278,-33.3,1-49,639-692,CDS,-84.9,ENST00000578380.6,SNHG29
632,ENST00000585813,LINC00906,chr19:29459376-29461206,-33.3,1-43,279-328,ncRNA,-48.2,ENST00000578380.6,SNHG29
633,ENST00000589921,LINC00906,chr19:29456039-29460055,-33.3,1-43,3042-3091,ncRNA,-76.7,ENST00000578380.6,SNHG29
634,ENST00000293604,C6orf136,chr6:30614817-30620986,-33.3,1-47,913-962,CDS,-92.1,ENST00000578380.6,SNHG29
635,ENST00000262367,CREBBP,chr16:3775056-3930727,-33.3,1-50,9605-9656,UTR3,-175.1,ENST00000578380.6,SNHG29
636,ENST00000389039,DUOX2,chr15:45384849-45406542,-33.1,1-55,5029-5087,"CDS,stop_codon",-182.7,ENST00000578380.6,SNHG29
637,ENST00000535453,APC2,chr19:1451289-1473237,-32.9,2-52,7318-7368,CDS,-152.2,ENST00000578380.6,SNHG29
638,ENST00000335625,GABRA5,chr15:27111511-27194354,-32.8,1-50,2266-2322,"CDS,stop_codon",-109.6,ENST00000578380.6,SNHG29
639,ENST00000358536,PLXNB1,chr3:48445264-48470872,-32.7,226-273,1158-1205,CDS,-236.0,ENST00000578380.6,SNHG29
640,ENST00000409511,CD8A,chr2:87011735-87035519,-32.7,106-153,2035-2082,UTR3,-86.1,ENST00000578380.6,SNHG29
641,ENST00000476907,TUT1,chr11:62342521-62359649,-32.7,1-46,1456-1503,CDS,-88.4,ENST00000578380.6,SNHG29
642,ENST00000556368,RP11-488C13.6,chr14:77240628-77247861,-32.5,4-53,239-288,ncRNA,-49.6,ENST00000578380.6,SNHG29
643,ENST00000309099,MRGPRF,chr11:68771867-68780877,-32.4,5-52,74-121,UTR5,-69.5,ENST00000578380.6,SNHG29
644,ENST00000327259,TMEM151A,chr11:66059342-66064135,-32.3,1-49,2194-2245,UTR3,-91.9,ENST00000578380.6,SNHG29
645,ENST00000588548,TPTEP1,chr22:17093473-17095994,-32.3,1-56,213-268,ncRNA,-107.8,ENST00000578380.6,SNHG29
646,ENST00000398319,CABIN1,chr22:24407869-24574596,-32.2,95-142,6300-6347,CDS,-160.4,ENST00000578380.6,SNHG29
647,ENST00000543155,COPS7A,chr12:6832908-6841022,-32.1,1-56,1382-1439,UTR3,-68.4,ENST00000578380.6,SNHG29
648,ENST00000592217,AC074212.5,chr19:46271646-46273064,-32.1,2-52,1211-1261,ncRNA,-51.0,ENST00000578380.6,SNHG29
649,ENST00000568017,RP11-541N10.3,chr10:105637133-105639519,-32.1,1-59,48-111,ncRNA,-94.3,ENST00000578380.6,SNHG29
650,ENST00000394979,ZNF646,chr16:31087224-31095340,-32.0,6-59,3657-3710,CDS,-142.7,ENST00000578380.6,SNHG29
651,ENST00000325718,MLLT6,chr17:36861796-36886056,-31.9,2-49,4544-4591,UTR3,-162.7,ENST00000578380.6,SNHG29
652,ENST00000229022,VDR,chr12:48235323-48298814,-31.9,1-50,785-836,CDS,-82.4,ENST00000578380.6,SNHG29
653,ENST00000374866,COL5A2,chr2:189896623-190044605,-31.9,183-230,1845-1892,CDS,-59.9,ENST00000578380.6,SNHG29
654,ENST00000326648,ZNF609,chr15:64791492-64978264,-31.8,2-55,2112-2165,CDS,-230.6,ENST00000578380.6,SNHG29
655,ENST00000195173,SEMA5B,chr3:122628044-122746576,-31.8,1-59,3301-3362,CDS,-61.0,ENST00000578380.6,SNHG29
656,ENST00000354618,THRAP3,chr1:36690018-36770958,-31.8,1-52,3779-3834,UTR3,-93.8,ENST00000578380.6,SNHG29
657,ENST00000398393,MPP3,chr17:41878168-41909610,-31.8,1-51,2737-2792,UTR3,-55.9,ENST00000578380.6,SNHG29
658,ENST00000509370,RP11-752L20.5,chr4:148488759-148515739,-31.8,1-43,970-1019,ncRNA,-70.5,ENST00000578380.6,SNHG29
659,ENST00000389857,CCDC88C,chr14:91737670-91884121,-31.8,3-50,776-823,CDS,-137.7,ENST00000578380.6,SNHG29
660,ENST00000361926,ARHGEF15,chr17:8213602-8225829,-31.7,2-58,339-395,CDS,-83.1,ENST00000578380.6,SNHG29
661,ENST00000359320,CMTM5,chr14:23846018-23848981,-31.7,1-52,66-119,UTR5,-43.0,ENST00000578380.6,SNHG29
662,ENST00000361217,DENND4B,chr1:153901978-153919172,-31.7,1-49,3618-3669,CDS,-181.8,ENST00000578380.6,SNHG29
663,ENST00000307564,AKNA,chr9:117096437-117156685,-31.7,1-55,4165-4222,CDS,-290.0,ENST00000578380.6,SNHG29
664,ENST00000361070,RFWD3,chr16:74655293-74700779,-31.5,1-46,4734-4783,UTR3,-125.7,ENST00000578380.6,SNHG29
665,ENST00000332567,TCEB3B,chr18:44558944-44561988,-31.5,1-49,2779-2828,UTR3,-93.1,ENST00000578380.6,SNHG29
666,ENST00000543848,RP11-7M8.2,chr12:122294166-122294965,-31.5,2-59,166-223,ncRNA,-75.4,ENST00000578380.6,SNHG29
667,ENST00000575085,RP13-638C3.3,chr17:80545190-80546287,-31.5,1-49,21-73,ncRNA,-110.7,ENST00000578380.6,SNHG29
668,ENST00000367749,FMO4,chr1:171283374-171311223,-31.5,1-32,1830-1881,CDS,-79.3,ENST00000578380.6,SNHG29
669,ENST00000560518,RP11-430B1.2,chr15:52472415-52498071,-31.4,2-49,905-952,ncRNA,-79.7,ENST00000578380.6,SNHG29
670,ENST00000559779,RP11-430B1.2,chr15:52472291-52497531,-31.4,2-49,381-428,ncRNA,-67.0,ENST00000578380.6,SNHG29
671,ENST00000512035,CTD-2231H16.1,chr5:92267-139978,-31.4,3-52,257-306,ncRNA,-51.8,ENST00000578380.6,SNHG29
672,ENST00000324774,CAMKK2,chr12:121675501-121736111,-31.3,2-49,5063-5110,UTR3,-84.0,ENST00000578380.6,SNHG29
673,ENST00000222120,RAB3D,chr19:11432723-11450344,-31.3,1-53,1014-1070,UTR3,-77.0,ENST00000578380.6,SNHG29
674,ENST00000558221,CTD-3094K11.1,chr15:91382955-91384608,-31.2,1-58,88-151,ncRNA,-31.2,ENST00000578380.6,SNHG29
675,ENST00000332129,KIF21B,chr1:200938521-200992828,-31.1,1-50,9397-9446,UTR3,-225.0,ENST00000578380.6,SNHG29
676,ENST00000421320,RP11-124O11.1,chr10:43366970-43369508,-31.1,1-56,462-522,ncRNA,-62.3,ENST00000578380.6,SNHG29
677,ENST00000321399,LINC00982,chr1:2976180-2980350,-31.1,2-49,1650-1697,ncRNA,-67.7,ENST00000578380.6,SNHG29
678,ENST00000413472,LINC00982,chr1:2976182-2978315,-31.1,2-49,91-138,ncRNA,-53.8,ENST00000578380.6,SNHG29
679,ENST00000445317,LINC00982,chr1:2976182-2985001,-31.1,2-49,3414-3461,ncRNA,-104.3,ENST00000578380.6,SNHG29
680,ENST00000606861,LINC00982,chr1:2976180-2979095,-31.1,2-49,871-918,ncRNA,-75.0,ENST00000578380.6,SNHG29
681,ENST00000453118,LINC00982,chr1:2976182-2978596,-31.1,2-49,372-419,ncRNA,-75.0,ENST00000578380.6,SNHG29
682,ENST00000594154,ZNF432,chr19:52534633-52551814,-31.1,1-49,3945-3995,UTR3,-102.4,ENST00000578380.6,SNHG29
683,ENST00000379010,REXO1L1,chr8:86568696-86575726,-30.9,3-50,2248-2295,UTR3,-223.5,ENST00000578380.6,SNHG29
684,ENST00000447678,LPA,chr6:160952516-161087407,-30.9,1-47,2851-2903,CDS,-179.5,ENST00000578380.6,SNHG29
685,ENST00000367654,ASTN1,chr1:176830205-177134024,-30.8,1-49,6545-6597,UTR3,-169.9,ENST00000578380.6,SNHG29
686,ENST00000357001,GUCA2A,chr1:42628363-42630389,-30.8,1-46,536-569,UTR3,-84.5,ENST00000578380.6,SNHG29
687,ENST00000472943,LINC00886,chr3:156465136-156534823,-30.8,1-49,1651-1701,ncRNA,-103.5,ENST00000578380.6,SNHG29
688,ENST00000320672,SSBP2,chr5:80708841-81047072,-30.7,1-48,5637-5687,UTR3,-196.4,ENST00000578380.6,SNHG29
689,ENST00000536061,AL357673.1,chr1:54635334-54637997,-30.7,1-49,840-891,"UTR5,start_codon",-113.0,ENST00000578380.6,SNHG29
690,ENST00000490531,NACAD,chr7:45120038-45128513,-30.7,1-47,507-557,CDS,-170.4,ENST00000578380.6,SNHG29
691,ENST00000485713,SLC4A2,chr7:150755300-150773613,-30.7,1-49,940-988,UTR5,-138.2,ENST00000578380.6,SNHG29
692,ENST00000435145,HLA-DQB2,chr6:32723876-32731309,-30.6,1-42,1718-1765,UTR3,-72.2,ENST00000578380.6,SNHG29
693,ENST00000367495,RAB32,chr6:146864830-146876101,-30.6,3-52,306-355,CDS,-46.1,ENST00000578380.6,SNHG29
694,ENST00000377652,AC011484.1,chr19:46997766-46999755,-30.6,1-47,516-566,CDS,-66.6,ENST00000578380.6,SNHG29
695,ENST00000007510,ARHGAP33,chr19:36266418-36279724,-30.6,1-47,4089-4140,UTR3,-96.9,ENST00000578380.6,SNHG29
696,ENST00000597542,TLR9,chr3:52255234-52273183,-30.6,1-52,1833-1888,CDS,-241.5,ENST00000578380.6,SNHG29
697,ENST00000494383,TLR9,chr3:52255098-52265206,-30.6,1-52,1263-1318,CDS,-223.3,ENST00000578380.6,SNHG29
698,ENST00000219596,MEFV,chr16:3292029-3306627,-30.5,1-49,3214-3264,UTR3,-75.8,ENST00000578380.6,SNHG29
699,ENST00000395732,MIOX,chr22:50925306-50929077,-30.5,226-273,545-592,CDS,-50.2,ENST00000578380.6,SNHG29
700,ENST00000377474,KCTD12,chr13:77454313-77460525,-30.4,1-54,1456-1513,UTR3,-126.8,ENST00000578380.6,SNHG29
701,ENST00000373960,DES,chr2:220283100-220291461,-30.4,2-53,1526-1577,UTR3,-53.5,ENST00000578380.6,SNHG29
702,ENST00000595430,AL626787.1,chr1:166026680-166028709,-30.3,1-47,89-137,UTR5,-49.0,ENST00000578380.6,SNHG29
703,ENST00000317025,WHSC1L1,chr8:38127216-38239790,-30.3,5-54,9763-9812,UTR3,-203.4,ENST00000578380.6,SNHG29
704,ENST00000324856,ARID1A,chr1:27022525-27108595,-30.3,1-48,1822-1873,CDS,-347.6,ENST00000578380.6,SNHG29
705,ENST00000288985,ERCC6L2,chr9:98637984-98731122,-30.3,4-59,3566-3621,UTR3,-127.4,ENST00000578380.6,SNHG29
706,ENST00000556354,RP11-66N24.4,chr14:23980970-24028369,-30.2,1-57,732-792,ncRNA,-31.3,ENST00000578380.6,SNHG29
707,ENST00000553985,RP11-66N24.4,chr14:23982027-24029987,-30.2,1-57,505-565,ncRNA,-79.0,ENST00000578380.6,SNHG29
708,ENST00000288014,THTPA,chr14:24025232-24029480,-30.2,1-57,1550-1610,UTR3,-50.0,ENST00000578380.6,SNHG29
709,ENST00000323798,GYS1,chr19:49471383-49496566,-30.2,1-59,2540-2602,UTR3,-142.4,ENST00000578380.6,SNHG29
710,ENST00000400137,FKBP1A,chr20:1349623-1373806,-30.2,1-55,1436-1494,UTR3,-30.2,ENST00000578380.6,SNHG29
711,ENST00000587013,SPRED3,chr19:38879062-38886881,-30.2,1-49,224-275,CDS,-70.8,ENST00000578380.6,SNHG29
712,ENST00000410023,IL1R1,chr2:102759247-102796334,-30.2,2-50,3213-3261,UTR3,-99.5,ENST00000578380.6,SNHG29
713,ENST00000398215,CRYBB2,chr22:25615490-25627836,-30.1,95-142,770-817,"CDS,stop_codon",-44.2,ENST00000578380.6,SNHG29
714,ENST00000450892,STRC,chr15:43891597-43910998,-30.1,1-57,3480-3540,CDS,-145.9,ENST00000578380.6,SNHG29
715,ENST00000373060,FOXP4,chr6:41514165-41570121,-30.1,1-49,3552-3603,UTR3,-178.5,ENST00000578380.6,SNHG29
716,ENST00000535301,HNF1A-AS1,chr12:121412189-121418768,-30.0,1-55,109-165,ncRNA,-53.6,ENST00000578380.6,SNHG29
717,ENST00000256682,ARF3,chr12:49329507-49351334,-30.0,1-55,1238-1293,UTR3,-140.4,ENST00000578380.6,SNHG29
718,ENST00000529219,RP11-347H15.4,chr11:50257790-50263827,-30.0,1-49,330-380,ncRNA,-67.2,ENST00000578380.6,SNHG29
719,ENST00000216733,EFS,chr14:23825612-23834842,-30.0,2-52,1004-1054,CDS,-136.7,ENST00000578380.6,SNHG29
720,ENST00000558085,TPTEP1,chr22:17082778-17179632,-30.0,1-53,1206-1261,ncRNA,-68.5,ENST00000578380.6,SNHG29
721,ENST00000270812,ZNF593,chr1:26496434-26498551,-30.0,1-52,957-1014,UTR3,-53.6,ENST00000578380.6,SNHG29
722,ENST00000335312,PIP5K1C,chr19:3630182-3700477,-30.0,1-48,4984-5035,UTR3,-121.6,ENST00000578380.6,SNHG29
723,ENST00000393902,MAGEA3,chrX:151934654-151938171,-30.0,1-47,733-783,CDS,-76.0,ENST00000578380.6,SNHG29
724,ENST00000293778,CXCL16,chr17:4636822-4643114,-30.0,1-49,1593-1643,UTR3,-78.1,ENST00000578380.6,SNHG29
725,ENST00000512701,TTC39B,chr9:15163621-15307358,-29.8,1-57,5336-5394,UTR3,-179.2,ENST00000578380.6,SNHG29
726,ENST00000336257,CHST5,chr16:75562434-75569068,-29.8,1-49,509-559,UTR5,-93.5,ENST00000578380.6,SNHG29
727,ENST00000422466,ADAL,chr15:43622873-43646094,-29.8,1-54,3170-3227,UTR3,-57.8,ENST00000578380.6,SNHG29
728,ENST00000308406,MAPK7,chr17:19281035-19286856,-29.8,1-47,2330-2377,CDS,-52.3,ENST00000578380.6,SNHG29
729,ENST00000297613,RPP25L,chr9:34610484-34612101,-29.7,12-59,318-365,CDS,-60.5,ENST00000578380.6,SNHG29
730,ENST00000288937,MRPL17,chr11:6702014-6704632,-29.7,1-49,37-88,UTR5,-83.1,ENST00000578380.6,SNHG29
731,ENST00000334801,BCL9L,chr11:118764585-118781613,-29.7,95-142,4469-4516,CDS,-287.4,ENST00000578380.6,SNHG29
732,ENST00000315962,TRIM55,chr8:67039132-67087720,-29.7,1-50,1523-1576,CDS,-63.3,ENST00000578380.6,SNHG29
733,ENST00000422956,AC016683.6,chr2:113993114-114034158,-29.7,12-59,9697-9744,ncRNA,-233.2,ENST00000578380.6,SNHG29
734,ENST00000372067,VEGFA,chr6:43737951-43754224,-29.7,95-142,3069-3116,UTR3,-90.5,ENST00000578380.6,SNHG29
735,ENST00000239125,C10orf95,chr10:104209595-104211300,-29.6,3-56,282-335,CDS,-85.8,ENST00000578380.6,SNHG29
736,ENST00000474629,PARP14,chr3:122399466-122449687,-29.6,1-49,6578-6628,UTR3,-128.0,ENST00000578380.6,SNHG29
737,ENST00000604760,RP11-502I4.3,chr15:67833411-67834942,-29.6,1-49,799-849,ncRNA,-73.3,ENST00000578380.6,SNHG29
738,ENST00000216378,CDKL1,chr14:50798646-50864122,-29.6,1-49,2026-2079,UTR3,-95.9,ENST00000578380.6,SNHG29
739,ENST00000383461,H1FX-AS1,chr3:129036950-129045068,-29.5,1-51,2151-2207,ncRNA,-75.0,ENST00000578380.6,SNHG29
740,ENST00000573130,RP11-473M20.7,chr16:3103369-3106233,-29.5,95-142,1531-1578,ncRNA,-113.0,ENST00000578380.6,SNHG29
741,ENST00000597579,RP11-473M20.7,chr16:3103809-3104776,-29.5,95-142,777-824,ncRNA,-45.2,ENST00000578380.6,SNHG29
742,ENST00000372591,FOXO6,chr1:41827595-41849262,-29.5,1-54,2117-2172,UTR3,-51.8,ENST00000578380.6,SNHG29
743,ENST00000424930,ZNF419,chr19:57999091-58006016,-29.5,1-52,194-248,"UTR5,start_codon",-54.8,ENST00000578380.6,SNHG29
744,ENST00000395811,MPRIP,chr17:16946075-17095962,-29.4,2-49,1135-1182,CDS,-219.6,ENST00000578380.6,SNHG29
745,ENST00000323777,HSF5,chr17:56497529-56565745,-29.4,1-53,1100-1156,CDS,-132.1,ENST00000578380.6,SNHG29
746,ENST00000309874,RP11-23P13.6,chr15:42184992-42188133,-29.4,1-49,923-973,ncRNA,-124.3,ENST00000578380.6,SNHG29
747,ENST00000548198,DTX3,chr12:57998608-58003586,-29.4,1-51,2783-2836,UTR3,-72.9,ENST00000578380.6,SNHG29
748,ENST00000295709,STK36,chr2:219536750-219567438,-29.4,1-46,4210-4259,"CDS,stop_codon",-189.1,ENST00000578380.6,SNHG29
749,ENST00000256186,MICALCL,chr11:12308448-12380691,-29.4,95-142,1294-1341,CDS,-90.4,ENST00000578380.6,SNHG29
750,ENST00000316418,AHRR,chr5:304292-438406,-29.4,2-49,4967-5014,UTR3,-136.5,ENST00000578380.6,SNHG29
751,ENST00000391910,STRN4,chr19:47222769-47250138,-29.4,1-49,3525-3577,UTR3,-69.6,ENST00000578380.6,SNHG29
752,ENST00000589794,RP11-126O1.2,chr18:56224303-56233909,-29.3,1-47,262-312,ncRNA,-41.0,ENST00000578380.6,SNHG29
753,ENST00000603175,LBX2-AS1,chr2:74729723-74731804,-29.3,11-58,1888-1935,ncRNA,-58.6,ENST00000578380.6,SNHG29
754,ENST00000548978,LBX2-AS1,chr2:74729723-74731805,-29.3,11-58,1656-1703,ncRNA,-58.6,ENST00000578380.6,SNHG29
755,ENST00000394785,SLC9B2,chr4:103946648-103997930,-29.3,1-47,2863-2913,UTR3,-81.8,ENST00000578380.6,SNHG29
756,ENST00000354947,PIP4K2C,chr12:57985058-57997031,-29.3,1-52,207-258,CDS,-106.5,ENST00000578380.6,SNHG29
757,ENST00000206513,CEBPE,chr14:23586514-23588825,-29.3,1-46,1300-1349,CDS,-55.2,ENST00000578380.6,SNHG29
758,ENST00000407578,MYCBP2,chr13:77618793-77901177,-29.3,1-50,4603-4653,CDS,-240.2,ENST00000578380.6,SNHG29
759,ENST00000416182,AF241725.6,chr21:23027360-23058649,-29.3,1-48,398-452,ncRNA,-63.3,ENST00000578380.6,SNHG29
760,ENST00000357727,CREB5,chr7:28452145-28865511,-29.3,1-47,6353-6406,UTR3,-138.6,ENST00000578380.6,SNHG29
761,ENST00000442312,SH3BP2,chr4:2813947-2842823,-29.2,1-48,7876-7930,UTR3,-318.6,ENST00000578380.6,SNHG29
762,ENST00000490139,RP11-572M11.3,chr3:112861198-112886666,-29.2,1-47,1411-1461,ncRNA,-101.5,ENST00000578380.6,SNHG29
763,ENST00000566228,SNX29,chr16:12070596-12668146,-29.2,1-51,6476-6529,UTR3,-216.2,ENST00000578380.6,SNHG29
764,ENST00000299752,CDH16,chr16:66942026-66952887,-29.2,1-48,1528-1576,CDS,-109.5,ENST00000578380.6,SNHG29
765,ENST00000335012,C3orf70,chr3:184795839-184870802,-29.2,1-58,4712-4771,UTR3,-130.7,ENST00000578380.6,SNHG29
766,ENST00000433053,BSCL2,chr11:62457748-62477046,-29.2,1-55,885-942,CDS,-82.1,ENST00000578380.6,SNHG29
767,ENST00000440075,MYH14,chr19:50706886-50813799,-29.2,178-233,6851-6906,UTR3,-170.3,ENST00000578380.6,SNHG29
768,ENST00000357137,XPNPEP3,chr22:41253103-41328819,-29.2,1-49,4433-4483,UTR3,-92.3,ENST00000578380.6,SNHG29
769,ENST00000301454,SLC25A23,chr19:6440076-6459746,-29.2,1-48,2354-2404,UTR3,-128.3,ENST00000578380.6,SNHG29
770,ENST00000377113,CASC10,chr10:21781588-21786191,-29.1,1-52,335-390,UTR5,-113.5,ENST00000578380.6,SNHG29
